"","gene_name","gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"60","Ccm2","ENSMUSG00000000378",387.754806720573,0.118738186980417,0.258903142123786,0.458620107915285,0.64650699434384,0.999967202106179
"61","Wap","ENSMUSG00000000381",1.76104365270787,0.266168676017587,2.09498528376218,0.127050379819185,0.898900524264723,NA
"62","Tbrg4","ENSMUSG00000000384",704.568246170379,0.106103747987426,0.357438742253432,0.296844565081298,0.766585180062799,0.999967202106179
"63","Tmprss2","ENSMUSG00000000385",60.5235043669531,1.04487846625987,0.481589228837514,2.16964666917914,0.0300336230409837,0.493208403376154
"64","Mx1","ENSMUSG00000000386",1.15444346263731,2.5044108891016,2.23813975627157,1.11896984184473,0.263153005191768,NA
"65","Fap","ENSMUSG00000000392",35.8439799283694,-0.321992904727269,0.992451704061959,-0.324441888113447,0.745603511195346,0.999967202106179
"66","Ndufa9","ENSMUSG00000000399",534.296583415776,0.19926182219826,0.274339682355278,0.726332481278482,0.467634971699695,0.999967202106179
"67","Egfl6","ENSMUSG00000000402",15.424822595742,-0.49046051561718,0.635024069852513,-0.772349488628189,0.439907461866275,0.999967202106179
"68","Lck","ENSMUSG00000000409",8.56394501783512,0.614170756817733,0.829888217308526,0.74006443760534,0.459260895903934,0.999967202106179
"69","Tssk3","ENSMUSG00000000411",10.3399041856995,0.679963312716038,1.15037776973439,0.591078279331699,0.554467972619956,0.999967202106179
"70","Cttnbp2","ENSMUSG00000000416",1058.5190215012,-0.167171990546591,0.2724778783109,-0.613525000939145,0.539529256964574,0.999967202106179
"71","Galnt1","ENSMUSG00000000420",1188.11913659632,-0.0322678315658463,0.295990983923416,-0.109016265083923,0.913189589553168,0.999967202106179
"72","Mkrn2","ENSMUSG00000000439",654.82668397184,-0.00888093721664726,0.338373047474224,-0.026245994717779,0.979061130023942,0.999967202106179
"73","Pparg","ENSMUSG00000000440",2.67435020093202,0.625483859679326,1.9374587476126,0.322837252896386,0.746818498608469,NA
"74","Raf1","ENSMUSG00000000441",783.488956781515,0.0171460514851571,0.256063656662944,0.0669601133897984,0.94661345680383,0.999967202106179
"75","Sept1","ENSMUSG00000000486",30.3452897100498,0.0636578693726853,0.736010122709195,0.0864904807808427,0.931076522952471,0.999967202106179
"76","Pdgfb","ENSMUSG00000000489",32.8160913636959,-1.35835982042987,0.543201569082711,-2.50065518537381,0.0123963808815456,0.253187296644621
